exec_entity_id,type,json_value,string_value
5412745,sectors,"[""Technology & Telecoms""]",
5412745,sub_sectors,"[""Software""]",
1203256,industry_tags,"[""Cybersecurity Software"",""Consumer \/ Prosumer Software""]",
1203256,scale,,Very Large Cap
1203256,sectors,"[""Technology & Telecoms""]",
1203256,sub_sectors,"[""Software""]",
1393509,hq_address,,United Kingdom
1393509,industry_tags,"[""Utilities and Telecoms Software""]",
1393509,scale,,Mid Cap
1393509,sectors,"[""Technology & Telecoms""]",
1393509,sub_sectors,"[""Software""]",
1114530,hq_address,,United Kingdom
1114530,industry_tags,"[""Payroll and Benefits Services""]",
1114530,scale,,Mid Cap
1114530,sectors,"[""Business Services""]",
1114530,sub_sectors,"[""Human Capital Management Services""]",
1087516,scale,,Small Cap
1196204,hq_address,,United States
1196204,industry_tags,"[""Healthcare Software"",""Database, Data Management, and Analytics Software"",""Systems Integrators""]",
1196204,scale,,Large Cap
1196204,sectors,"[""Technology & Telecoms""]",
1196204,sub_sectors,"[""Software"",""IT Services""]",
1213829,hq_address,,France
1213829,industry_tags,"[""Business Productivity Software""]",
1213829,scale,,Small Cap
1213829,sectors,"[""Technology & Telecoms""]",
1213829,sub_sectors,"[""Software""]",
5413140,hq_address,,United Kingdom
5413140,industry_tags,"[""Utilities and Telecoms Software""]",
5413140,scale,,Mid Cap
5413140,sectors,"[""Technology & Telecoms""]",
5413140,sub_sectors,"[""Software""]",
5385350,hq_address,,United Kingdom
5385350,industry_tags,"[""Insurance Services"",""Property and Casualty Insurance""]",
5385350,scale,,Large Cap
5385350,sectors,"[""Financial Services""]",
5385350,sub_sectors,"[""Insurance""]",
1046798,hq_address,,United States
1046798,hq_address,,United States
1046798,industry_tags,"[""Communication Software"",""Cybersecurity Software"",""ERP, HCM, Accounting, and Tax Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Consumer \/ Prosumer Software"",""Managed Services"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""Business Productivity Software"",""CRM and Customer Experience (CX) Software"",""PC and Console Gaming"",""IT Hardware OEMs""]",
1046798,scale,,Very Large Cap
1046798,sectors,"[""Media & Entertainment"",""Technology & Telecoms""]",
1046798,sub_sectors,"[""Mobile & Video Games"",""Software"",""IT Hardware"",""IT Services""]",
1059374,scale,,Small Cap
1111273,scale,,Small Cap
1141101,hq_address,,Israel
1141101,scale,,Small Cap
1109796,hq_address,,Netherlands
1109796,hq_address,,Netherlands
1109796,scale,,Very Large Cap
1062231,hq_address,,United Kingdom
1062231,hq_address,,United Kingdom
1062231,industry_tags,"[""Managed Services"",""Cybersecurity Software"",""Tech & IT Infrastructure Software""]",
1062231,scale,,Large Cap
1062231,sectors,"[""Technology & Telecoms""]",
1062231,sub_sectors,"[""IT Services"",""Software""]",
1111079,hq_address,,United States
1111079,industry_tags,"[""Regtech, GRC, and EHS Software""]",
1111079,scale,,Mid Cap
1111079,sectors,"[""Technology & Telecoms""]",
1111079,sub_sectors,"[""Software""]",
1323420,hq_address,,United Kingdom
1323420,hq_address,,United Kingdom
1323420,industry_tags,"[""ERP, HCM, Accounting, and Tax Software"",""Public Sector and Education Software"",""Legal and Professional Services Software""]",
1323420,scale,,Large Cap
1323420,sectors,"[""Technology & Telecoms""]",
1323420,sub_sectors,"[""Software""]",
1104652,hq_address,,United States
1104652,industry_tags,"[""Cybersecurity Software""]",
1104652,scale,,Mid Cap
1104652,sectors,"[""Technology & Telecoms""]",
1104652,sub_sectors,"[""Software""]",
1088538,hq_address,,United States
1088538,scale,,Small Cap
1350064,hq_address,,United States
1350064,industry_tags,"[""Cybersecurity Software"",""Tech & IT Infrastructure Software"",""Managed Services"",""Utilities and Telecoms Software""]",
1350064,scale,,Very Large Cap
1350064,sectors,"[""Technology & Telecoms""]",
1350064,sub_sectors,"[""IT Services"",""Software""]",
1367015,hq_address,,United States
1367015,hq_address,,United States
1367015,industry_tags,"[""Financial Services Software""]",
1367015,scale,,Very Large Cap
1367015,sectors,"[""Technology & Telecoms""]",
1367015,sub_sectors,"[""Software""]",
1054012,hq_address,,United States
1054012,industry_tags,"[""Healthcare Software"",""Diagnostic Equipment""]",
1054012,scale,,Very Large Cap
1054012,sectors,"[""Healthcare & Pharmaceuticals"",""Technology & Telecoms""]",
1054012,sub_sectors,"[""Software"",""Devices and Equipment""]",
1053908,hq_address,,Belgium
1053908,hq_address,,Belgium
1053908,industry_tags,"[""Healthcare Software""]",
1053908,scale,,Large Cap
1053908,sectors,"[""Technology & Telecoms""]",
1053908,sub_sectors,"[""Software""]",
1077448,scale,,TBC
1068804,hq_address,,United States
1068804,hq_address,,United States
1068804,industry_tags,"[""Cybersecurity Software""]",
1068804,scale,,Very Large Cap
1068804,sectors,"[""Technology & Telecoms""]",
1068804,sub_sectors,"[""Software""]",
1140394,hq_address,,United Kingdom
1140394,industry_tags,"[""Insurance Services"",""Property and Casualty Insurance""]",
1140394,scale,,Large Cap
1140394,sectors,"[""Financial Services""]",
1303404,scale,,Small Cap
5385006,hq_address,,
5385006,scale,,Small Cap
5383929,scale,,TBC
1217485,hq_address,,United Kingdom
1217485,scale,,Small Cap
1232232,hq_address,,United States
1232232,industry_tags,"[""Cybersecurity Software""]",
1232232,scale,,Large Cap
1232232,sectors,"[""Technology & Telecoms""]",
1232232,sub_sectors,"[""Software""]",
1217481,scale,,Small Cap
5385584,hq_address,,Germany
5385584,industry_tags,"[""Application Development"",""Value Added Resellers (VARs)"",""Managed Services"",""Systems Integrators""]",
5385584,scale,,Large Cap
5385584,sectors,"[""Technology & Telecoms""]",
5385584,sub_sectors,"[""IT Services""]",
1431305,hq_address,,Denmark
1431305,industry_tags,"[""Engineering and Industrial Consulting"",""Environmental Services""]",
1431305,scale,,Large Cap
1431305,sectors,"[""Business Services""]",
1431305,sub_sectors,"[""Professional Services and BPO"",""Industrial Services""]",
1349630,hq_address,,United States
1349630,industry_tags,"[""Cybersecurity Software""]",
1349630,scale,,Large Cap
1349630,sectors,"[""Technology & Telecoms""]",
1349630,sub_sectors,"[""Software""]",
5384561,hq_address,,Belgium
5384561,industry_tags,"[""Utilities and Telecoms Software""]",
5384561,scale,,Mid Cap
5384561,sectors,"[""Technology & Telecoms""]",
5384561,sub_sectors,"[""Software""]",
1301648,hq_address,,Germany
1301648,scale,,Small Cap
1216473,hq_address,,
1216473,scale,,Small Cap
1062123,hq_address,,United States
1062123,scale,,Small Cap
1392195,hq_address,,United Kingdom
1392195,scale,,Small Cap
5383014,hq_address,,United States
5383014,industry_tags,"[""Consulting""]",
5383014,scale,,Large Cap
5383014,sectors,"[""Business Services""]",
5383014,sub_sectors,"[""Professional Services and BPO""]",
5385063,hq_address,,United States
5385063,industry_tags,"[""Other Information Services""]",
5385063,scale,,Mid Cap
5385063,sectors,"[""Business Services""]",
5385063,sub_sectors,"[""Data & Information Services""]",
1186277,hq_address,,United Kingdom
1186277,scale,,Small Cap
5383030,hq_address,,United States
5383030,scale,,Small Cap
1212514,hq_address,,Saudi Arabia
1212514,scale,,Small Cap
1366097,hq_address,,United States
1366097,industry_tags,"[""Procurement and Accounts Receivable Software"",""ERP, HCM, Accounting, and Tax Software"",""Database, Data Management, and Analytics Software"",""Legal and Professional Services Software"",""Payments"",""Supply Chain & Transportation Software""]",
1366097,scale,,Very Large Cap
1366097,sectors,"[""Technology & Telecoms"",""Financial Services""]",
1366097,sub_sectors,"[""Banking"",""Software""]",
5385372,hq_address,,United Kingdom
5385372,scale,,TBC
5385372,sectors,"[""Financial Services""]",
5385372,sub_sectors,"[""Insurance""]",
1219164,hq_address,,United States
1219164,industry_tags,"[""Medical Supplies""]",
1219164,scale,,Very Large Cap
1219164,sectors,"[""Healthcare & Pharmaceuticals""]",
1219164,sub_sectors,"[""Devices and Equipment""]",
1074040,hq_address,,Belgium
1074040,industry_tags,"[""Electrical Equipment and Components""]",
1074040,scale,,Large Cap
1074040,sectors,"[""Industrials & Materials""]",
1074040,sub_sectors,"[""Industrial Products""]",
5383531,scale,,TBC
1199355,hq_address,,United Kingdom
1199355,scale,,Small Cap
5383076,scale,,TBC
1417881,hq_address,,United States
1417881,industry_tags,"[""Biotechnology""]",
1417881,scale,,Mid Cap
1417881,sectors,"[""Healthcare & Pharmaceuticals""]",
1417881,sub_sectors,"[""Pharmaceuticals, Biotech and Pharma Services""]",
1217399,hq_address,,United States
1217399,scale,,Small Cap
1144234,hq_address,,United Kingdom
1144234,hq_address,,United Kingdom
1144234,hq_address,,United Kingdom
1144234,industry_tags,"[""Financial Services Software""]",
1144234,scale,,Very Large Cap
1144234,sectors,"[""Technology & Telecoms""]",
1144234,sub_sectors,"[""Software""]",
1033615,hq_address,,United Kingdom
1033615,hq_address,,United Kingdom
1033615,industry_tags,"[""Managed Services"",""Consulting"",""Testing and Regulatory Compliance"",""Accounting Services"",""Application Development"",""Financial Services Software"",""Healthcare Data and Analytics""]",
1033615,scale,,Very Large Cap
1033615,sectors,"[""Technology & Telecoms"",""Business Services""]",
1033615,sub_sectors,"[""TIC & Compliance"",""IT Services"",""Professional Services and BPO"",""Software"",""Data & Information Services""]",
1334928,hq_address,,Germany
1334928,hq_address,,Germany
1334928,hq_address,,Germany
1334928,hq_address,,Germany
1334928,industry_tags,"[""Financial Services Software"",""ERP, HCM, Accounting, and Tax Software"",""Supply Chain & Transportation Software"",""Marketing and Content Management Software"",""Tech & IT Infrastructure Software"",""Retail and Leisure Software"",""Utilities and Telecoms Software"",""Regtech, GRC, and EHS Software"",""Public Sector and Education Software"",""IoT Devices and Robotics"",""Database, Data Management, and Analytics Software"",""Enterprise Automation Software"",""CRM and Customer Experience (CX) Software"",""Legal and Professional Services Software"",""Application Development"",""Industrial and Built Environment Software""]",
1334928,scale,,Very Large Cap
1334928,sectors,"[""Technology & Telecoms""]",
1334928,sub_sectors,"[""Software"",""IT Hardware"",""IT Services""]",
1051817,industry_tags,"[""Property and Casualty Insurance""]",
1051817,scale,,Large Cap
1051817,sectors,"[""Financial Services""]",
1051817,sub_sectors,"[""Insurance""]",
1422429,hq_address,,
1422429,scale,,Small Cap
5383957,hq_address,,United Kingdom
5383957,scale,,TBC
5383957,sectors,"[""Financial Services""]",
5383957,sub_sectors,"[""Insurance""]",
5385139,scale,,Small Cap
1164318,hq_address,,United Kingdom
1164318,hq_address,,United Kingdom
1164318,industry_tags,"[""Payments"",""Retail Banking"",""Wealth Management""]",
1164318,scale,,Very Large Cap
1164318,sectors,"[""Financial Services""]",
1164318,sub_sectors,"[""Banking"",""Asset and Wealth Management""]",
1367525,hq_address,,United States
1367525,industry_tags,"[""Biotechnology""]",
1367525,scale,,Mid Cap
1367525,sectors,"[""Healthcare & Pharmaceuticals""]",
1367525,sub_sectors,"[""Pharmaceuticals, Biotech and Pharma Services""]",
5385019,hq_address,,United States
5385019,industry_tags,"[""Elderly, Disabled and Managed Care""]",
5385019,scale,,Mid Cap
5385019,sectors,"[""Healthcare & Pharmaceuticals""]",
5385019,sub_sectors,"[""Patient Services""]",
5383746,hq_address,,United States
5383746,industry_tags,"[""Accounting Services""]",
5383746,scale,,Large Cap
5383746,sectors,"[""Business Services""]",
5383746,sub_sectors,"[""Professional Services and BPO""]",
5383547,hq_address,,Belgium
5383547,industry_tags,"[""Utilities and Telecoms Software""]",
5383547,scale,,Mid Cap
5383547,sectors,"[""Technology & Telecoms""]",
5383547,sub_sectors,"[""Software""]",
1200866,hq_address,,United States
1200866,industry_tags,"[""Medical Supplies""]",
1200866,scale,,Very Large Cap
1200866,sectors,"[""Healthcare & Pharmaceuticals""]",
1200866,sub_sectors,"[""Devices and Equipment""]",
1219618,hq_address,,United States
1219618,scale,,Small Cap
1337524,hq_address,,Belgium
1337524,industry_tags,"[""Utilities and Telecoms Software""]",
1337524,scale,,Mid Cap
1337524,sectors,"[""Technology & Telecoms""]",
1337524,sub_sectors,"[""Software""]",
5385355,hq_address,,United States
5385355,industry_tags,"[""Utilities and Telecoms Software"",""IoT Devices and Robotics""]",
5385355,scale,,Very Large Cap
5385355,sectors,"[""Technology & Telecoms"",""Business Services""]",
5385355,sub_sectors,"[""Software"",""IT Hardware"",""Infrastructure Services""]",
1063204,hq_address,,United States
1063204,industry_tags,"[""Supply Chain & Transportation Software"",""Procurement and Accounts Receivable Software""]",
1063204,scale,,Mid Cap
1063204,sectors,"[""Technology & Telecoms""]",
1063204,sub_sectors,"[""Software""]",
5385627,hq_address,,Australia
5385627,industry_tags,"[""Utilities and Telecoms Software""]",
5385627,scale,,Large Cap
5385627,sectors,"[""Technology & Telecoms""]",
5385627,sub_sectors,"[""Software""]",
5384305,hq_address,,India
5384305,hq_address,,India
5384305,industry_tags,"[""Managed Services"",""Consulting"",""Testing and Regulatory Compliance"",""Application Development"",""Systems Integrators""]",
5384305,scale,,Very Large Cap
5384305,sectors,"[""Technology & Telecoms"",""Business Services""]",
5384305,sub_sectors,"[""IT Services"",""Professional Services and BPO""]",
5456933,hq_address,,United Kingdom
5456933,hq_address,,United Kingdom
5456933,industry_tags,"[""K-12 Education and Care""]",
5456933,scale,,Large Cap
5456933,sectors,"[""Consumer, Retail & Leisure""]",
5456933,sub_sectors,"[""Education and Training""]",
5383859,hq_address,,United States
5383859,scale,,Large Cap
1328827,industry_tags,"[""Insurance Distribution"",""Other BPO""]",
1201883,sub_sectors,"[""IT Services"",""Devices and Equipment"",""Software""]",
5413134,scale,,Small Cap
1481911,scale,,TBC
1053556,hq_address,,Belgium
1053556,industry_tags,"[""Healthcare Software""]",
1053556,scale,,Mid Cap
1053556,sectors,"[""Technology & Telecoms""]",
1053556,sub_sectors,"[""Software""]",
1324646,scale,,Small Cap
1104535,scale,,TBC
1423841,hq_address,,United States
1423841,industry_tags,"[""Financial Services Software""]",
1423841,scale,,Large Cap
1423841,sectors,"[""Technology & Telecoms""]",
1423841,sub_sectors,"[""Software""]",
1408979,scale,,TBC
1355863,hq_address,,United States
1355863,industry_tags,"[""Healthcare Software"",""Medical Devices""]",
1355863,scale,,Very Large Cap
1355863,sectors,"[""Technology & Telecoms"",""Healthcare & Pharmaceuticals""]",
1355863,sub_sectors,"[""Software"",""Devices and Equipment""]",
1053726,hq_address,,Germany
1053726,industry_tags,"[""Healthcare Software"",""Diagnostic Equipment"",""Systems Integrators""]",
1053726,scale,,Very Large Cap
1053726,sectors,"[""Healthcare & Pharmaceuticals"",""Technology & Telecoms""]",
1053726,sub_sectors,"[""IT Services"",""Devices and Equipment"",""Software""]",
1232228,hq_address,,United States
1232228,industry_tags,"[""Cybersecurity Software""]",
1232228,scale,,Mid Cap
1232228,sectors,"[""Technology & Telecoms""]",
1232228,sub_sectors,"[""Software""]",
1469139,hq_address,,United States
1469139,hq_address,,United States
1469139,industry_tags,"[""Financial Services Software""]",
1469139,scale,,Large Cap
1469139,sectors,"[""Technology & Telecoms""]",
1469139,sub_sectors,"[""Software""]",
1194893,hq_address,,United States
